,wimp_mass,sensitivity
0,5.000000000000001,
1,18.803015465431965,1.9043850339194575e-47
2,70.71067811865474,9.646857451452291e-48
3,265.9147948472494,2.7196783203756957e-47
4,1000.0,9.577817318856346e-47
