,wimp_mass,sensitivity
0,5.000000000000001,
1,18.803015465431965,2.489485567042979e-47
2,70.71067811865474,1.26895948879537e-47
3,265.9147948472494,3.589793735091895e-47
4,1000.0,1.3706031808785443e-46
