,wimp_mass,sensitivity
0,5.000000000000001,
1,18.803015465431965,2.459062732080105e-47
2,70.71067811865474,1.2569788814596937e-47
3,265.9147948472494,3.559224678019701e-47
4,1000.0,1.3558321747526998e-46
