,wimp_mass,sensitivity
0,5.000000000000001,
1,18.803015465431965,2.8459897089316653e-47
2,70.71067811865474,1.2262850769103757e-47
3,265.9147948472494,3.300052930138539e-47
4,1000.0,1.215964166481267e-46
